vehicle_id,timestamp,x_position,y_position,speed,vehicle_density,mobility_pattern,RSU_id,link_quality_dB,bandwidth_MHz,URLLC_flag,interference_dB,tx_power_mW,rx_power_mW,residual_energy_J,energy_consumed_J,route_id,hop_count,end_to_end_delay_ms,throughput_Mbps,routing_stability,reward_value,optimal_action
V906,807,93.43670148,43.12338698,23.48686635,43,rural,RSU_2,19.69691347,25,0,4.159628093,139.9780325,70.39175744,588.9770651,1.942232345,R1,8,27.69081936,28.20203505,stable,0.999039236,next-hop
V907,808,92.55685129,34.75187953,15.65795735,36,rural,RSU_3,26.78092482,15,0,7.907231966,177.3420103,111.1671638,736.285146,3.623621909,R2,8,12.99639664,31.58043552,stable,2.393701586,next-hop
V908,809,45.08393714,5.034952697,13.34260519,59,urban,RSU_3,37.21671498,20,1,4.826798161,158.5584348,57.02312993,935.2211078,4.623887902,R7,8,45.67719585,15.04558322,stable,0.283150501,stay
V909,810,11.32380458,5.276525786,12.9117196,93,urban,RSU_3,26.70763718,10,1,13.68042597,156.4784202,92.13423746,557.6093389,7.208932118,R4,9,20.73229315,28.95831211,stable,1.324683911,next-hop
V910,811,98.4841199,69.20112559,24.34987718,85,highway,RSU_2,25.34621861,25,0,5.946968556,82.09506899,95.38276522,999.1925748,9.454227103,R5,3,8.935555554,28.67098156,stable,3.114097795,next-hop
V911,812,83.88980864,45.79289944,6.301810156,63,urban,RSU_2,29.45237269,20,0,9.766227242,118.0991471,104.0561089,937.9561283,8.283632629,R1,4,11.95397904,14.12431086,stable,1.098720946,next-hop
V912,813,12.46626812,22.6521626,5.320541238,42,rural,RSU_1,21.43034197,20,1,5.424743927,192.7394944,85.21155491,696.2793853,3.39760257,R2,8,28.09867575,47.80167364,unstable,1.667231322,next-hop
V913,814,92.08418826,61.39703063,24.8886098,25,highway,RSU_5,23.83591386,20,0,5.354250415,96.11282474,63.80584009,626.5591654,8.382706132,R9,3,44.67583928,16.0138467,stable,0.274618285,stay
V914,815,86.98963621,25.28581183,16.9286594,85,highway,RSU_1,20.34588139,25,0,6.558269059,167.1639134,75.82983288,960.9980476,4.705720977,R6,7,33.26984,9.690011197,stable,0.244197909,stay
V915,816,51.88380571,57.76317543,8.272028464,40,urban,RSU_4,29.29524987,20,0,13.90636938,171.1173385,69.05130615,561.6058096,2.578949368,R7,6,14.66741746,26.01541434,stable,1.747897962,next-hop
V916,817,59.12754357,35.9208747,10.88914836,54,urban,RSU_3,32.43468904,20,0,7.089470598,167.9399892,79.33738609,673.6449677,5.151281397,R5,6,18.35613146,35.87330921,unstable,1.902782909,next-hop
V917,818,39.90027039,82.35522266,28.31259883,48,urban,RSU_2,31.84246602,15,0,12.6764641,198.7141873,87.09778154,541.9561742,6.068984907,R9,8,48.92112886,13.78183404,stable,0.221025523,stay
V918,819,5.476163882,82.06961608,26.48757439,26,highway,RSU_5,21.37044545,15,0,4.564874969,129.1049854,93.7549204,976.7311399,7.870645984,R5,9,7.378199491,13.23012109,stable,1.714430349,next-hop
V919,820,33.51972416,47.73503981,22.74462626,72,urban,RSU_5,34.49120514,25,1,2.626204061,161.8632071,109.1585361,808.8114743,4.149068425,R6,2,49.74522478,16.76616465,unstable,0.295550001,stay
V920,821,80.28534486,35.08191093,17.05563076,56,rural,RSU_2,21.39884163,25,1,12.16181298,103.2386136,113.7007225,668.0898223,2.321013889,R9,3,45.76359615,18.62228246,stable,0.383713356,stay
V921,822,0.4632023,36.25597966,18.00809065,42,highway,RSU_1,18.75778878,10,0,9.044373667,127.9651899,82.38068994,637.7415827,1.849181926,R5,2,35.53174723,16.07900238,stable,0.434033137,stay
V922,823,33.34991717,80.57145257,29.38111338,27,urban,RSU_5,23.74521872,20,0,8.548435569,138.9872723,56.20700061,722.0471468,2.012013851,R4,6,47.44410588,26.1814395,stable,0.531717419,stay
V923,824,39.81686936,32.81794828,29.1442611,95,rural,RSU_1,29.94360223,15,0,5.53867604,105.7793049,105.7945633,545.6892385,9.550210777,R5,3,11.86105313,5.821839731,stable,0.395334555,stay
V924,825,53.73956029,20.90593737,10.38172614,67,rural,RSU_2,18.55004547,15,0,2.940121193,188.8172891,83.40104076,944.6744651,9.565761297,R5,8,47.41652122,8.938251234,stable,0.092847385,stay
V925,826,91.98556164,8.468834188,25.27761416,29,urban,RSU_1,31.2021778,20,0,8.277180472,165.9437397,88.2512621,755.4701885,9.718808009,R5,6,14.56587876,37.82140126,unstable,2.499387237,next-hop
V926,827,34.63459944,46.66931209,9.931066654,98,rural,RSU_3,36.57669991,20,0,13.27394266,114.0509322,91.7055898,862.5490623,3.722399817,R1,2,29.57958169,23.55529711,stable,0.759112385,stay
V927,828,34.69532019,48.21320989,10.33843695,43,highway,RSU_2,22.32851276,25,0,3.560286178,96.19477272,96.75074311,616.8729208,2.724529785,R5,8,26.99427716,21.21427364,stable,0.758635114,stay
V928,829,73.75012481,84.09087104,21.90232585,66,highway,RSU_2,26.2551654,10,0,14.07922143,114.5440794,112.3070602,751.8746304,9.828230256,R5,2,28.06061444,5.470015175,unstable,0.096653385,stay
V929,830,45.22179409,22.12386964,15.12502746,72,rural,RSU_5,20.70776064,10,1,5.571478043,154.7582459,116.6502337,605.5430682,9.894376811,R1,5,17.03208926,18.41980446,unstable,0.982532742,next-hop
V930,831,22.46048229,38.09912737,28.28861018,58,highway,RSU_5,24.03154323,25,0,8.918421807,179.1690366,115.8118523,908.0473073,1.705153978,R4,8,40.12874123,41.95338689,stable,1.028418256,next-hop
V931,832,45.24395161,80.84057389,7.225243372,86,urban,RSU_5,15.54926427,25,0,2.864609141,140.3801908,106.6624557,887.6375049,7.772752903,R8,5,38.41624854,20.31652691,stable,0.451124915,stay
V932,833,14.08570204,82.36236107,17.78814102,85,rural,RSU_3,38.84423491,15,0,7.525605719,92.29936082,112.2469578,574.1011621,3.597975652,R4,3,47.92843095,48.36620541,stable,0.973154163,next-hop
V933,834,17.63869865,38.4611076,27.96303826,25,highway,RSU_3,25.39725533,25,0,3.636672523,109.917784,53.47583383,537.2534504,9.1836887,R7,9,27.81459626,22.54815246,stable,0.718822101,stay
V934,835,49.83677727,45.91240233,27.60284151,40,urban,RSU_4,34.72175275,10,1,2.623659219,121.4172703,109.4378867,912.0983683,1.803025144,R6,3,29.66414299,25.88580056,stable,0.854599056,stay
V935,836,41.89254495,30.32858908,8.913230335,92,urban,RSU_2,18.56608593,15,0,14.56525001,156.3363504,55.05856658,554.8239524,8.997199623,R5,8,45.65178091,41.08592615,stable,0.810013181,stay
V936,837,91.48459011,93.25548784,14.1659425,93,highway,RSU_5,35.3088761,10,1,11.49122896,109.597205,102.2335735,774.2419903,1.023591393,R9,3,46.37478304,49.23609365,stable,1.051463795,next-hop
V937,838,36.23938991,11.86437657,20.478035,55,rural,RSU_2,36.50368277,20,0,11.34775037,108.0714071,61.85545351,767.243649,5.697800857,R8,3,34.22915087,21.72185601,stable,0.577623069,stay
V938,839,58.05883503,93.3749423,8.984872119,22,urban,RSU_1,32.88692822,10,1,3.177145963,114.3442242,75.20773121,601.4720341,4.020074628,R5,3,41.91777896,10.39712498,stable,0.207835415,stay
V939,840,63.22642879,68.38664518,29.2005543,97,urban,RSU_3,37.58020812,15,0,14.08155682,151.1034853,62.89285754,795.6782329,4.846003783,R7,3,27.73128686,28.5375784,stable,0.98061512,next-hop
V940,841,1.309445659,53.15721527,27.86873322,61,urban,RSU_4,19.17992824,10,0,8.103090695,139.1156341,81.04231456,751.3776037,4.904061141,R9,9,22.46879886,31.62923877,stable,1.358655411,next-hop
V941,842,66.3537372,3.265906078,9.173754476,64,urban,RSU_1,26.91204572,15,0,13.07969288,180.9963144,78.82232107,754.5946112,6.882428432,R7,7,43.88307483,48.17554114,stable,1.028991703,next-hop
V942,843,17.80359669,47.55961918,8.028886532,63,rural,RSU_2,30.5027383,15,0,2.163814314,163.7518777,53.36439908,679.8499882,1.20787411,R3,3,39.97723797,23.6265132,stable,0.578920397,stay
V943,844,96.10703175,40.7748105,7.13521207,52,highway,RSU_3,29.90482427,25,0,5.876684257,160.0186246,108.1348562,919.2142785,7.222276974,R5,2,15.90852173,9.086467912,stable,0.498947077,stay
V944,845,14.86627278,16.1218812,27.7360916,79,highway,RSU_5,36.52602336,10,0,14.94861259,98.55800744,109.7930547,542.1852814,1.199783161,R9,2,7.144030574,34.29206294,unstable,4.788102417,next-hop
V945,846,41.46241237,65.64096035,9.840595245,89,highway,RSU_1,20.3922842,25,1,7.561894555,86.62733583,105.1255071,719.3115239,2.667463843,R9,2,30.45199237,5.950045649,stable,0.168716375,stay
V946,847,8.534966808,97.11509074,15.40712321,96,urban,RSU_3,19.39109581,25,0,13.55041601,141.1998637,109.3324622,629.9081791,6.460674864,R8,7,42.87274346,24.14382248,stable,0.498544114,stay
V947,848,99.68742518,56.21888111,16.22128414,45,rural,RSU_2,21.33446487,10,0,6.263978529,88.59699984,102.5615325,924.216626,1.777936923,R6,6,16.12406592,23.43409846,stable,1.435582244,next-hop
V948,849,50.21950103,71.47532764,19.97527611,40,highway,RSU_2,37.28875124,15,0,8.829278719,123.6821499,115.6239112,612.540242,9.918132932,R7,9,39.5327923,16.46685888,stable,0.317355372,stay
V949,850,59.53850173,6.845045257,6.793383594,21,rural,RSU_1,38.52567707,20,0,13.10484786,83.1334818,90.34745751,883.5124118,8.059456794,R7,8,23.63032553,48.39390753,stable,1.967363149,next-hop
V950,851,6.707647739,41.76669958,10.66896544,66,highway,RSU_1,29.24075261,10,0,9.875667283,101.2170772,90.78497826,805.7576612,7.350993341,R1,8,20.10688445,23.15337866,unstable,1.078005047,next-hop
V951,852,74.99604704,11.63584852,28.28725967,49,urban,RSU_1,27.53429836,25,0,11.42750045,93.24414424,110.1936936,937.3951277,3.409129056,R8,4,12.77673355,45.26182016,stable,3.508427615,next-hop
V952,853,20.99055931,61.27958355,27.71025268,46,highway,RSU_4,30.1346402,25,0,4.974831655,176.1182005,74.45908827,796.8969715,1.43708403,R6,6,47.04321186,28.17997465,unstable,0.584652346,stay
V953,854,89.80542894,93.84821582,24.53226619,90,urban,RSU_5,30.40769125,15,1,4.026575687,121.5351383,53.50576479,778.2421832,9.809028966,R7,3,15.15641149,41.92412753,stable,2.66800824,next-hop
V954,855,20.51396405,66.17777325,5.48503114,39,urban,RSU_3,19.25761762,25,0,4.993983764,89.46158219,102.4898777,900.5649698,2.33063452,R2,4,17.56348876,25.31278502,stable,1.417909883,next-hop
V955,856,19.06877207,7.680304831,13.17516921,69,highway,RSU_2,32.16027204,20,0,8.409632402,111.8576245,67.82124256,781.2432332,8.475106073,R7,9,19.91695267,49.61917339,unstable,2.406552414,next-hop
V956,857,3.654966785,35.4666205,20.69896838,42,rural,RSU_2,26.30877756,25,0,12.41254194,161.9369703,83.19650684,922.2710295,2.777656722,R8,2,17.80978608,33.8013079,stable,1.870129884,next-hop
V957,858,47.20669451,55.06633794,11.87975529,32,urban,RSU_5,27.93454897,15,0,6.601920056,169.4762327,66.8307885,524.6590149,4.366858303,R5,2,12.33075248,12.01761518,unstable,0.930936592,stay
V958,859,56.48411333,40.32077561,27.73966738,23,rural,RSU_1,15.75791511,10,0,9.342605166,94.38381558,107.8963596,747.5749268,7.242306314,R1,5,20.95025286,5.289386994,stable,0.180050596,stay
V959,860,6.570863943,83.36440105,20.84723655,33,highway,RSU_1,34.11391581,15,0,12.46256199,173.4279728,117.0805076,906.3457567,9.508284023,R6,3,26.22977588,46.8005165,unstable,1.689168642,next-hop
V960,861,77.55276167,81.46710047,6.797667933,39,urban,RSU_2,35.88569903,25,0,5.104094059,124.467099,53.85161725,924.1825735,1.178041205,R3,3,29.8297631,35.90603736,unstable,1.191917963,next-hop
V961,862,45.32888347,61.18310201,27.72513972,32,rural,RSU_5,30.48553885,15,0,13.47868455,161.5259203,66.3360142,917.0276887,3.346913421,R5,9,12.04248209,9.783080195,stable,0.77891158,stay
V962,863,52.43902693,37.34579451,28.94416645,22,urban,RSU_2,33.71809088,25,0,14.39007006,160.5809347,63.26934867,802.1906598,7.884691227,R9,5,40.07361948,38.45691288,stable,0.880809674,stay
V963,864,44.07627469,25.53363738,6.94281046,97,highway,RSU_1,28.06765008,15,0,2.506611765,175.2311265,97.12424589,996.9856711,2.560544514,R7,6,19.01882311,15.22168719,stable,0.774743089,stay
V964,865,40.07630609,10.58743182,18.30900587,66,urban,RSU_3,30.45883447,10,0,2.768444431,163.6619336,80.00748798,590.6931539,2.003096069,R8,5,46.30768999,41.41536763,unstable,0.874320877,stay
V965,866,55.96403313,35.48976835,12.58410706,22,highway,RSU_1,24.86429246,25,0,3.182476344,84.6642028,81.93831645,587.2287897,1.415662403,R6,7,19.82985957,32.44652021,stable,1.622088963,next-hop
V966,867,15.52402459,41.31725172,14.82097691,20,rural,RSU_3,34.79685663,20,0,12.09798931,142.3377333,60.99553591,516.4113373,5.522409957,R9,3,43.82954952,10.56469903,unstable,0.185816457,stay
V967,868,18.19281305,67.58229251,9.491280449,43,urban,RSU_4,26.70677326,20,1,4.461380287,99.94174082,79.03142491,994.6685881,7.909602862,R3,7,20.86396592,8.192710816,stable,0.313576719,stay
V968,869,86.1785621,65.81598243,19.45180255,54,rural,RSU_5,32.00532261,20,1,11.43404782,196.3957445,71.22597964,674.0102538,9.655611082,R1,7,27.76247544,25.97531001,stable,0.839070472,stay
V969,870,94.61154621,7.010813964,28.94948383,33,highway,RSU_4,30.53573447,20,0,7.736588908,110.7001446,92.78336403,881.0270898,3.407373543,R4,7,21.75596109,47.16020561,stable,2.133617474,next-hop
V970,871,37.33093163,39.52593154,17.57681501,86,highway,RSU_1,32.55786296,25,0,12.87131512,130.4128822,65.20667601,529.8551564,2.092351614,R8,2,22.41928916,30.40847133,stable,1.335429539,next-hop
V971,872,27.07446731,18.17788672,7.072864535,32,rural,RSU_5,34.63039688,25,0,12.51122037,103.6042582,93.03679388,649.3440532,4.622979458,R6,5,32.83619917,39.15989895,stable,1.146353389,next-hop
V972,873,64.39995432,15.68127053,20.50003334,66,rural,RSU_1,27.81783704,10,0,14.4756133,96.15069606,76.44216343,811.9236707,1.498962713,R7,9,36.18178676,26.12629907,stable,0.707094642,stay
V973,874,40.87341711,82.73021497,13.50557486,69,highway,RSU_5,35.32664873,15,1,5.263492056,152.1115521,74.24061934,762.390048,3.982236866,R9,4,44.17130847,22.28362676,stable,0.464659557,stay
V974,875,2.538635566,4.191521672,26.39812974,97,rural,RSU_5,27.43143093,25,0,4.980109116,139.1815578,71.38896439,603.8741198,6.787719914,R2,2,30.6073644,41.99933747,stable,1.304319927,next-hop
V975,876,15.61525974,41.91828759,15.86695371,45,highway,RSU_1,38.91585807,20,1,2.409603679,124.9591681,97.16834458,730.7964564,2.513494212,R7,6,14.75798686,25.85239472,unstable,1.72662124,next-hop
V976,877,71.59722288,16.82036558,9.820990224,22,rural,RSU_1,33.81679372,25,0,7.335409241,90.25028266,89.36928838,554.3909959,6.686890759,R4,2,49.53110435,11.36942184,stable,0.162672145,stay
V977,878,65.89239419,87.93302157,9.777640567,70,highway,RSU_5,19.27854124,20,1,7.967821194,168.3151238,109.620519,771.3517361,9.747541338,R7,6,35.76980473,17.35342211,stable,0.387666237,stay
V978,879,2.70959925,55.70405133,24.21910452,59,highway,RSU_5,35.73961178,10,1,14.53867983,80.70275575,66.91271243,548.4707215,8.777799276,R8,2,21.86384933,30.26225352,unstable,1.29634486,next-hop
V979,880,22.19721619,23.13806364,11.63968996,87,urban,RSU_1,28.78969152,15,1,12.80020882,134.9193906,52.80837056,817.9677288,4.211513691,R2,3,48.56920137,23.11597119,stable,0.433823741,stay
V980,881,23.10747966,50.24272872,24.18083485,55,highway,RSU_1,39.61152395,25,0,4.168292335,155.9086377,62.74164373,577.678789,4.793466551,R7,8,48.13130754,21.48768096,stable,0.398504088,stay
V981,882,67.18927436,73.14863597,10.14718277,70,highway,RSU_2,32.97047609,15,1,12.38036171,131.6853003,74.0349455,773.5429461,4.773886303,R8,7,8.579264963,35.09439033,stable,4.042866857,next-hop
V982,883,1.971053775,95.81180089,13.04215922,20,urban,RSU_2,17.10976866,20,0,4.317890651,95.14507807,62.57584932,564.5603399,8.739108013,R1,8,5.892154829,33.63441827,stable,5.6209481,next-hop
V983,884,10.4108582,22.04460042,16.63717431,52,urban,RSU_2,24.87401069,20,1,3.010945908,173.3899863,55.84574743,700.3552168,9.94444365,R5,6,7.000546929,19.13117494,stable,2.633367032,next-hop
V984,885,79.99160854,88.61817721,28.57989624,26,rural,RSU_4,27.93188507,15,0,12.88207577,118.8732743,81.17369312,675.9157724,8.433061136,R9,6,35.83914903,21.17419722,stable,0.50648133,stay
V985,886,17.85446621,93.43041142,28.29328562,71,rural,RSU_5,35.97534008,10,0,14.68747456,96.17066614,97.38535646,878.2053499,6.023063603,R2,5,36.98955885,38.84298998,stable,0.989876237,next-hop
V986,887,65.27461079,91.64205445,10.17179689,30,highway,RSU_3,33.23363836,15,1,3.145541079,146.0318978,102.6099537,820.5808223,1.876294367,R6,2,37.5812499,46.45794119,stable,1.217437058,next-hop
V987,888,23.8182781,63.54143569,13.95547603,46,rural,RSU_4,24.23400177,15,1,12.58102339,82.30058691,77.91091273,968.5444102,9.590357338,R2,6,33.36077245,19.58966374,stable,0.491302966,stay
V988,889,9.944139276,62.98206544,8.734984711,33,rural,RSU_5,31.33581719,25,1,13.16976443,118.8876429,83.46312162,960.955326,8.740412202,R3,6,17.84710919,18.13449062,stable,0.928698286,stay
V989,890,24.3172191,40.32106332,17.74962698,99,highway,RSU_3,29.4227727,25,0,3.543822595,170.0770844,102.8829345,862.4980143,8.572697639,R6,2,12.52080079,16.93760089,stable,1.267030022,next-hop
V990,891,72.22669319,75.23978823,16.51456377,65,urban,RSU_2,18.15131522,20,1,5.682295133,189.5253595,74.68954812,885.2928703,4.526361049,R5,2,46.75362424,11.36781048,stable,0.197879262,stay
V991,892,85.56964681,53.12940184,27.51900406,95,urban,RSU_3,20.87146732,25,1,11.53758831,151.0072951,104.9336348,812.4562083,5.024542407,R4,4,46.09130759,21.97284015,stable,0.426478741,stay
V992,893,83.02198646,67.74380712,28.25013444,29,highway,RSU_1,23.52805782,10,0,12.50049363,106.1133902,117.7163246,845.8316154,2.076955994,R7,5,15.91187455,28.22027524,stable,1.752765994,next-hop
V993,894,39.71835296,42.84579038,14.58918478,43,highway,RSU_1,19.88708516,10,1,6.601663587,106.4000181,111.6336436,808.6111843,9.440856853,R3,6,12.55717111,29.18449649,stable,2.229721304,next-hop
V994,895,66.80851366,73.1496464,17.29344858,80,highway,RSU_5,18.75334615,10,0,4.079082196,152.4645997,81.75167357,655.8825157,9.489109269,R7,2,21.89034464,36.09636516,unstable,1.55407176,next-hop
V995,896,20.49842954,82.44715176,27.40590623,37,highway,RSU_4,16.45494425,20,0,10.42847819,128.8114048,90.56629464,675.3447913,3.289971411,R9,6,7.178298059,7.364832588,stable,0.993086185,next-hop
V996,897,29.31477303,14.64362566,25.16769519,28,highway,RSU_2,36.82756414,10,0,11.12559184,101.2717159,100.1498471,787.366914,7.264070299,R2,4,12.29626035,30.2633932,unstable,2.388546059,next-hop
V997,898,89.63358185,83.29297156,5.091407784,36,highway,RSU_5,22.22358545,10,0,8.546902101,174.4876448,74.45103097,860.0884637,2.831407637,R5,4,22.1134549,16.47450329,stable,0.716684991,stay
V998,899,1.300192351,54.02965318,13.0014891,77,rural,RSU_2,22.2580151,25,0,3.884233879,104.0291644,105.946667,703.059523,4.536523723,R1,9,15.74347808,15.76055735,unstable,0.95571961,next-hop
V999,900,8.550853085,84.46659091,15.54435605,32,rural,RSU_1,20.15570344,20,0,12.97832768,118.5969002,80.58418967,571.3339004,3.721432349,R7,6,38.15691191,40.53766684,unstable,1.025179482,next-hop
V1000,901,20.78862551,43.13017063,10.74290709,69,rural,RSU_4,26.8849343,15,0,10.38845747,87.37153265,109.2789091,729.7085842,4.506318979,R2,5,45.72318343,11.90647594,stable,0.215340287,stay
V1001,902,2.653220387,37.90404854,9.989290397,25,urban,RSU_4,27.8560492,10,0,13.29913523,164.1646536,67.83137264,981.5939103,3.780754377,R5,3,45.91130729,19.80950669,stable,0.393665831,stay
V1002,903,18.14354351,91.50607325,5.944612665,70,highway,RSU_1,20.20703397,25,0,14.12859797,113.0333513,50.79646394,607.043434,4.107621931,R1,8,32.19250056,33.69372606,stable,1.005556552,next-hop
V1003,904,58.3041561,25.11692675,21.08424313,55,highway,RSU_3,30.21425845,15,0,12.47407212,107.9440355,94.28818772,824.5345435,8.119542344,R1,6,36.65703815,33.92930165,stable,0.844392223,stay
V1004,905,42.14245506,84.42123253,11.56275726,90,rural,RSU_4,33.07499899,10,0,14.46254639,116.4029943,81.63223822,991.2708991,3.700244274,R4,4,27.23141468,7.163957133,stable,0.226074493,stay
V1005,906,89.26717111,48.40205725,6.308679461,44,urban,RSU_3,24.34600215,15,0,14.40535069,184.895664,54.18761819,688.1188597,8.33225918,R7,5,11.60094708,8.265148265,stable,0.629132022,stay
V1006,907,81.74435617,51.40954426,10.77448276,30,rural,RSU_2,29.63629242,15,1,10.05147922,142.1622285,84.13286472,943.9418044,6.111299608,R7,7,33.57661234,34.49134636,stable,0.966130194,next-hop
V1007,908,34.18173517,30.84682815,25.04784882,63,highway,RSU_4,27.55754763,20,1,11.46626332,98.94616758,61.79988918,932.0043586,8.024002944,R8,2,20.74792158,47.89179845,stable,2.228029657,next-hop
V1008,909,25.94234334,57.30422006,26.28722954,33,highway,RSU_1,19.88870996,20,0,11.09231096,172.9377065,94.08244139,669.5224795,9.270015854,R9,8,5.260707743,49.93264011,stable,9.398920085,next-hop
V1009,910,37.96924082,32.52111963,17.07665613,48,rural,RSU_3,33.25027472,10,0,10.07477054,105.0143895,81.15319044,549.2586626,2.245824555,R4,7,30.87291676,49.41994255,unstable,1.578295675,next-hop
V1010,911,59.02949425,3.926941424,15.40176676,93,rural,RSU_2,35.0363257,10,0,2.251617286,129.4971378,61.97873263,589.2695773,4.095012258,R2,5,13.9265956,20.8211096,stable,1.454110852,next-hop
V1011,912,26.80636408,27.19986053,29.44634234,69,highway,RSU_2,31.21982789,20,0,6.626786867,148.1690983,78.8357263,682.8745891,1.500017462,R3,5,44.89275364,15.88146134,unstable,0.338764298,stay
V1012,913,62.41489078,0.637904341,10.01411649,24,rural,RSU_4,23.09740069,10,1,3.301018078,150.1331498,66.28961657,979.5671545,4.662190314,R9,8,47.02751255,9.439220939,stable,0.154095091,stay
V1013,914,40.94116522,97.83547871,10.38398207,91,highway,RSU_4,38.16981236,10,0,5.903368432,88.28385398,95.71677463,637.2250725,3.136626376,R8,8,12.29778776,19.66220734,stable,1.567474741,next-hop
V1014,915,55.20471809,96.57472098,12.29667943,88,rural,RSU_5,26.3839597,20,0,2.89134249,180.416539,70.66003618,963.432373,6.145107538,R6,6,6.323575305,17.45841402,stable,2.69939436,next-hop
V1015,916,43.61265291,39.51552975,9.318932957,76,urban,RSU_5,21.64696213,15,0,13.96040946,137.5316912,107.5412145,590.6823428,8.050508676,R3,5,5.181999553,30.95582951,stable,5.893217835,next-hop
V1016,917,29.44657595,72.83708543,14.48413996,45,highway,RSU_4,25.20586552,10,1,7.867288904,198.711284,50.99142438,984.9062128,5.377293799,R8,2,46.08695999,21.59534736,stable,0.414805319,stay
V1017,918,94.8453307,34.58060984,27.77085567,25,urban,RSU_5,32.3018773,25,0,4.46173782,166.093089,78.23925836,646.8022677,4.002603012,R2,8,11.84083579,15.41884583,stable,1.262149433,next-hop
V1018,919,76.36057942,67.10931571,20.38369602,35,rural,RSU_1,36.14829464,20,0,9.602130004,199.1082685,93.19563189,816.5461317,2.373007293,R4,7,24.58995982,32.56452148,stable,1.30057146,next-hop
V1019,920,14.01131758,80.5430043,15.29866372,79,urban,RSU_1,23.91438748,10,0,4.553862134,134.4170298,51.58257991,534.8456122,1.241471357,R4,6,7.572261492,19.53804499,stable,2.567797949,next-hop
V1020,921,86.84679759,94.67562447,28.36026986,31,rural,RSU_5,20.81561115,10,0,12.45772418,96.89376887,65.10893318,649.8320856,7.100947102,R9,9,21.80056403,20.9138072,stable,0.888314663,stay
V1021,922,48.74311982,40.02122758,6.211605812,94,urban,RSU_4,30.6623283,20,1,5.976948427,167.2771252,72.91939717,605.3552032,1.274912144,R8,4,40.34412039,31.92982391,stable,0.778687737,stay
V1022,923,89.45522269,78.3297983,10.25690445,22,urban,RSU_1,38.0303775,25,0,6.093708227,173.3312339,51.52911882,501.7083343,9.287547516,R7,8,23.30008987,10.31983521,stable,0.350034199,stay
V1023,924,79.98552559,26.59284506,19.14721513,82,urban,RSU_2,19.58233409,25,0,13.30936227,182.3402321,88.26834934,578.3848939,6.348070226,R4,2,39.90110907,39.84121187,unstable,0.935018157,next-hop
V1024,925,42.52135045,99.03323038,20.38881558,83,highway,RSU_4,35.07548456,20,0,9.2696375,116.1738831,94.16078724,796.5518249,4.17965785,R7,6,35.99776509,48.44454848,stable,1.30396887,next-hop
V1025,926,2.246930832,2.576959876,5.988937664,81,urban,RSU_3,26.91517954,25,0,13.53492737,141.2820781,65.92655763,694.9600866,1.377222313,R1,8,28.27886418,27.08719617,unstable,0.944087895,next-hop
V1026,927,26.86773594,60.35288065,15.07596895,25,rural,RSU_3,34.9878126,10,0,7.367544388,182.9006688,88.04379091,861.2854907,4.721378975,R8,6,38.19694149,30.1936514,stable,0.743259223,stay
V1027,928,54.16342147,65.95059817,21.22884912,38,rural,RSU_4,27.63852874,25,0,6.471060055,183.7683484,119.9388822,835.5373002,8.805695812,R8,8,44.56012974,22.30893193,stable,0.412590864,stay
V1028,929,63.34782198,68.80455571,22.45176366,37,highway,RSU_5,24.43319436,10,0,8.580638964,83.08206117,112.0843501,899.6497545,9.728410041,R9,9,40.68551514,48.05232079,stable,1.083782936,next-hop
V1029,930,25.78876854,12.03875788,20.95349756,99,highway,RSU_1,32.41852501,15,0,2.799391726,160.5100141,54.10625821,933.5125115,1.764355468,R9,3,36.12784675,10.982503,stable,0.286346414,stay
V1030,931,13.93560741,93.85297835,13.01408061,62,rural,RSU_1,37.51568236,25,0,4.004610026,152.2024819,58.95177251,909.9127516,7.994242967,R1,2,36.5819988,41.60848372,stable,1.057460804,next-hop
V1031,932,83.49302368,18.11832791,7.33800309,92,urban,RSU_4,23.00629326,15,1,4.853781264,90.00053328,84.60823249,724.0304199,3.325218536,R7,9,12.24943176,34.26916228,stable,2.764360222,next-hop
V1032,933,98.44021807,62.27534032,15.67781116,22,rural,RSU_2,26.51870337,20,1,12.61680467,191.6163295,67.16407804,654.3638652,4.414932093,R1,5,47.78023955,40.61733227,stable,0.805937088,stay
V1033,934,52.56901823,22.26760791,8.218860934,91,highway,RSU_5,20.73501567,25,1,11.53938384,133.4446753,55.6678466,751.1512315,5.929053044,R6,2,14.25489232,47.77068094,stable,3.291887427,next-hop
V1034,935,17.16792858,30.7216417,28.69059146,57,highway,RSU_2,19.58523659,10,0,4.512994624,160.9109252,67.81881449,767.5642533,9.952558923,R5,9,20.7028474,27.32685398,stable,1.220430717,next-hop
V1035,936,27.23073265,54.64585417,16.87927165,87,rural,RSU_4,34.44725356,25,0,5.597718337,185.9357355,54.28246684,656.5872585,2.879334079,R2,8,28.30939314,17.97486631,unstable,0.6061502,stay
V1036,937,1.839067655,41.71934186,12.93147936,95,urban,RSU_4,20.01660292,20,0,14.27540423,95.6145285,87.09387095,770.0032726,2.174485449,R3,2,10.67813515,40.07802377,stable,3.731534461,next-hop
V1037,938,91.42988066,16.0225601,24.15760178,63,urban,RSU_2,34.83295428,20,0,3.115438509,182.7011772,84.31750726,552.8898261,6.354792878,R8,3,31.71091263,43.00567278,stable,1.29263104,next-hop
